Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date,Total Equity Funding Amount,Valuation at IPO
Kanshu,https://www.crunchbase.com/organization/kanshu,"Gaming, Media and Entertainment, Internet Services, Content and Publishing","Chengdu, Sichuan, China","Kanshu.com is a domestic website for the creation, reading, and offline publishing of original novels.",26500,http://www.kanshu.com,Funding Round,"¥249,000,000","$44,896,100",1.8,,"Internet, Publishing, Online Games",01/01/2004,Operating,10/01/2013,"$44,896,100",
Ourpalm,https://www.crunchbase.com/organization/ourpalm,"Gaming, Software, Mobile","Beijing, Beijing, China","Beijing Zhangqu Technology Company of Limited Liability is engaged in the development, issue, and operation of moving target games.",26532,http://ourpalm.com,Funding Round,"¥489,700,000","$76,078,684",-0.7,5001-10000,"Mobile, Gaming, Developer Platform",08/01/2004,IPO,06/20/2017,"$76,078,684",
Flexport,https://www.crunchbase.com/organization/flexport,Transportation,"San Francisco, California, United States","Flexport is a platform for global trade. The company makes it easy for businesses to move products by air, land, and sea around the world.",26670,https://www.flexport.com/,Series B,"$65,000,000","$94,000,000",-2.9,101-250,"Supply Chain Management, Shipping, Logistics",03/01/2013,Operating,09/26/2016,"$94,000,000",
EveryZing,https://www.crunchbase.com/organization/everyzing-3,"Media and Entertainment, Music and Audio, Internet Services, Video",,EveryZing provides audio and video search engine technology.,26752,,Series C,"$8,250,000","$23,250,000",0.7,,"Video, Search Engine, Audio",,Operating,05/12/2009,"$23,250,000",
Linden Lab,https://www.crunchbase.com/organization/secondlife,"Gaming, Hardware, Media and Entertainment, Community and Lifestyle, Software","San Francisco, California, United States","Creates platforms that empower people to create, share, and monetize their own virtual experiences",26883,http://www.lindenlab.com,Series B,"$11,000,000","$19,000,000",2.1,101-250,"PC Games, Virtual World, Virtual Reality",01/01/1999,Operating,03/01/2006,"$19,000,000",
Opendoor,https://www.crunchbase.com/organization/opendoor-2,"Real Estate, Internet Services","San Francisco, California, United States",Opendoor is an online home-selling service aimed at streamlining the sales process down to a few days.,27014,https://www.opendoor.com,Series D,"$210,000,000","$319,950,000",-3.7,101-250,"Real Estate, Internet, Property Management",01/01/2014,Operating,12/01/2016,"$319,950,000",
EntreMed,https://www.crunchbase.com/organization/entremed,"Biotechnology, Science and Engineering","Rockville, Maryland, United States","EntreMed is a pharmaceutical company developing ENMD-2076, a selective angiogenic kinase inhibitor, for the treatment of cancer.",27066,http://www.entremed.com,Series Unknown,"$10,000,000","$10,000,000",0.4,1-10,Biotechnology,01/01/1991,Operating,01/23/2012,"$10,000,000",
Angel Medical Group,https://www.crunchbase.com/organization/angel-medical-group,"Health Care, Education","Chengdu, Sichuan, China",Angel Medical Group is an investment group focused on integrating superior medical resources in Chinese mainland.,27183,http://www.cdangel.com,Series B,"¥100,000,000","$16,474,464",1,,"Education, Hospital, Medical Device",01/01/2008,Operating,01/01/2014,"$16,474,464",
Cloopen,https://www.crunchbase.com/organization/cloopen,"Information Technology, Internet Services, Messaging and Telecommunications","Beijing, Beijing, China",Cloud-communication Platform is a Chinese provider of communication-related products for domestic telecom operators.,27210,http://www.cloopen.com,Series Unknown,,"$4,000,000",-0.1,,Messaging,01/01/2009,Operating,07/08/2016,"$4,000,000",
Collectabillia.com,https://www.crunchbase.com/organization/collectabillia-com,"Media and Entertainment, Sports","Bengaluru, Karnataka, India",Collectabillia.com is a celebrity commerce company offering a platform to fans to own memorabilia personally autographed by their icons.,27458,https://www.collectabillia.com/,Series B,"₹460,000,000","$10,393,805",-0.2,,"Celebrity, Commercial, Sports",01/01/2010,Operating,07/07/2015,"$10,393,805",
JNJ Mobile,https://www.crunchbase.com/organization/jnj-mobile,Mobile,"Boston, Massachusetts, United States",JNJ Mobile operates as a social community that enables people to stay connected via web-enabled mobile phones.,27534,http://www.jnjmobile.com,Series Unknown,"$3,500,000","$10,500,000",-0.2,51-100,Mobile,01/01/2005,Operating,09/23/2010,"$10,500,000",
Cash4Gold,https://www.crunchbase.com/organization/cash4gold,"Natural Resources, Sustainability, Financial Services","Pompano Beach, Florida, United States","Cash4Gold serves as a mail-in refinery that buys gold, silver and platinum primarily from jewelry.",27553,http://www.cash4gold.com,Series B,"$20,000,000","$35,000,000",2.1,501-1000,"Mineral, Financial Services, Natural Resources",01/01/2007,Operating,05/01/2009,"$35,000,000",
Friday,https://www.crunchbase.com/organization/friday,"Media and Entertainment, Internet Services","China, Asia","Friday is a practice software for college students, designed on the basis of curriculum scheduled by several post-90s.",27558,,Series B,"¥10,000,000","$4,796,229",-0.2,,Social Media,01/01/2009,Operating,10/01/2013,"$4,796,229",
Widgetbox,https://www.crunchbase.com/organization/widgetbox,"Software, Sales and Marketing, Advertising","San Francisco, California, United States",Widgetbox is a cloud-based advertising platform enabling businesses to create and deliver applications for their customers.,27806,http://widgetbox.com,Series B,"$8,000,000","$14,500,000",-0.7,11-50,"Advertising, File Sharing, Advertising Platforms, Developer Tools",01/01/2006,Operating,01/01/2008,"$14,500,000",
Spotzer Media Group,https://www.crunchbase.com/organization/spotzer,"Commerce and Shopping, Sales and Marketing, Advertising","Amsterdam, Noord-Holland, The Netherlands",Spotzer Media Group provides solutions for creating online content that search engines and social networks reward with high exposure.,27937,http://www.spotzer.com,Seed,,"$14,750,000",-0.8,101-250,"E-Commerce, Advertising, Marketing",09/01/2006,Operating,08/26/2010,"$14,750,000",
TuneWiki,https://www.crunchbase.com/organization/tunewiki,"Platforms, Media and Entertainment, Music and Audio, Software, Mobile","Santa Monica, California, United States",TuneWiki is a social music player and a multilingual lyrics database sharing songs and lyrics online.,28006,http://tunewiki.com,Series B,"$7,000,000","$10,000,000",0,11-50,"Mobile, Music, Android, Developer Tools, iOS",12/01/2007,Operating,02/08/2010,"$10,000,000",
Flight Steward,https://www.crunchbase.com/organization/flight-steward,"Travel and Tourism, Media and Entertainment, Events, Mobile","Nanshan, Hunan, China","Flight Steward is a mobile application providing one-stop travel services including inquiry of flight delay, flight tickets.",28044,http://www.133.cn/,Series A,"$15,000,000","$20,000,000",1.6,,"Mobile, Travel, Ticketing",,Operating,12/01/2011,"$20,000,000",
Luxe,https://www.crunchbase.com/organization/luxe-valet,"Data and Analytics, Transportation","San Francisco, California, United States",Luxe is an on-demand valet parking and car services app that makes owning a car more simple.,28447,http://www.luxe.com/,Series B,"$50,000,000","$75,500,000",-3.1,101-250,"Parking, Logistics, Analytics, Transportation",06/01/2013,Operating,04/07/2016,"$75,500,000",
Clover Health,https://www.crunchbase.com/organization/clover-health,"Health Care, Financial Services","San Francisco, California, United States",Clover Health is a new health insurance company.,28471,http://cloverhealth.com,Series D,"$130,000,000","$425,000,000",-3,501-1000,"Health Care, Hospital, Health Insurance",01/01/2013,Operating,05/10/2017,"$425,000,000",
Fleet Entertainment Group,https://www.crunchbase.com/organization/fleet-entertainment-group,"Media and Entertainment, Clothing and Apparel, Design","Beijing, Beijing, China","Fleet Entertainment is a cross-media platform that focuses on entertainment, media, and fashion industrialization fields.",28476,http://www.tvj.com.cn,Series C,"$55,800,000","$55,800,000",2.1,,"Fashion, Digital Media, Digital Entertainment",01/01/2000,Operating,02/01/2014,"$55,800,000",
Celon Laboratories,https://www.crunchbase.com/organization/celon-laboratories,"Biotechnology, Science and Engineering, Health Care","Hyderabad, Andhra Pradesh, India","Celon Laboratories develops pharmaceutical products for the oncology, anti-infective, and critical care markets.",28623,http://www.celonlabs.com,Series Unknown,"$15,800,000","$15,800,000",0.4,501-1000,"Pharmaceutical, Biotechnology, Health Care",01/01/2007,Operating,10/08/2010,"$15,800,000",
HealthHiway,https://www.crunchbase.com/organization/healthhiway,"Information Technology, Software, Health Care","Hyderabad, Andhra Pradesh, India",HealthHiway is a health information network enabling healthcare organizations to connect with each other to deliver quality care.,28794,http://www.healthhiway.com,Series Unknown,"$4,000,000","$4,000,000",-0.2,51-100,"Enterprise Software, Health Care, Information Technology",01/01/2007,Operating,09/04/2009,"$4,000,000",
Gokuai Technology,https://www.crunchbase.com/organization/gokuai-technology,"Software, Internet Services","Japan, Asia",Gokuai Network Disk is a cloud-storage service providing file synchronization and sharing services for enterprise and team users.,28861,http://www.gokuai.com,Series Unknown,"$6,400,000","$12,319,440",0,,"Web Hosting, File Sharing, Cloud Computing, Enterprise Software",01/01/2012,Operating,01/07/2013,"$12,319,440",
Coopkanics,https://www.crunchbase.com/organization/coopkanics,"Hardware, Software, Internet Services","New York, New York, United States","Coopkanics offers Wildcard, a product- and service- related software suite for browsing the internet and other communications networks.",28988,,Series Unknown,"$7,000,003","$10,000,003",1.8,,"Telecommunications, Internet, Software",01/01/2013,Operating,08/05/2014,"$10,000,003",
iMedia Comunicazione,https://www.crunchbase.com/organization/imedia-comunicazione,"Media and Entertainment, Events, Sales and Marketing, Internet Services, Advertising","Milano, Lombardia, Italy","iMedia Comunicazione is a wireless media placement agency based in Milan, Italy.",28993,http://www.imediacomunicazione.it/home.php,Series B,"$20,000,000","$20,000,000",1,1-10,"Advertising, Internet, Events",01/01/2010,Operating,07/12/2012,"$20,000,000",
Kumu Wellness,https://www.crunchbase.com/organization/fitorbit,"Sports, Health Care, Education, Internet Services, Mobile","Los Angeles, California, United States",Kumu Wellness pairs you with a real Wellness Coach who’s dedicated to helping you achieve your health and fitness goals.,29086,http://getkumu.com,Series A,"$3,200,000","$3,200,000",-0.4,1-10,"Training, Internet, Mobile, Fitness, Health Care",01/01/2009,Operating,01/04/2011,"$3,200,000",
Milanoo.com,https://www.crunchbase.com/organization/milanoo-com,Commerce and Shopping,"Chengdu, Sichuan, China","Milanoo is a Chinese e-commerce enterprise that is focused on transnational business-to-business, and business-to-customer foreign trade.",29113,http://www.milanoo.com,Series A,"$10,000,000","$10,000,000",0.5,,E-Commerce,01/01/2008,Operating,04/22/2011,"$10,000,000",
City-dimensional network logo,https://www.crunchbase.com/organization/city-dimensional-network-logo,"Hardware, Information Technology, Consumer Electronics, Mobile","Johannesburg, NA - South Africa, South Africa",City-dimensional network logo provides application development and information services for mobile communication terminals.,29161,http://www2.dimensiondata.com,Series C,"$10,000,000","$12,850,000",0.5,,"Mobile, Mobile Devices, Information Services",,Operating,05/01/2010,"$12,850,000",
Zendrive,https://www.crunchbase.com/organization/zendrive,"Data and Analytics, Transportation, Internet Services, Mobile","San Francisco, California, United States",Zendrive leverages mobile sensor data to provide actionable insights that improve safety for passengers and drivers worldwide.,29291,http://www.zendrive.com,Series A,"$13,500,000","$20,000,000",-1.2,11-50,"Automotive, Mobile, Autonomous Vehicles, Internet, Big Data",01/01/2013,Operating,02/06/2016,"$20,000,000",
Nav,https://www.crunchbase.com/organization/creditera,Financial Services,"San Mateo, California, United States","Nav bridges the gap between SMB and financial institutions by bringing transparency, certainty, and efficiency to B2B credit and financing.",29354,https://www.nav.com/,Series B,"$16,500,000","$52,000,000",-1.4,51-100,"Financial Services, FinTech",05/01/2012,Operating,05/03/2017,"$52,000,000",
Barefoot Networks,https://www.crunchbase.com/organization/barefoot-networks,"Hardware, Consumer Electronics","Palo Alto, California, United States",Barefoot Networks sells ultrafast chips for switching systems.,29358,http://www.barefootnetworks.com,Series C,"$23,000,000","$155,353,678",-1.8,51-100,"Hardware, Network Hardware, Computer",05/01/2013,Operating,11/22/2016,"$155,353,678",
IAT-Auto,https://www.crunchbase.com/organization/iat-auto,"Manufacturing, Transportation, Design","Beijing, Beijing, China","IAT Automobile Technology is focused on automobile design, development, and engineering services.",29403,http://www.iat-auto.com,Series A,"$20,000,000","$20,000,000",1,,"Automotive, Manufacturing, Product Design",01/01/2001,Operating,10/01/2009,"$20,000,000",
ideacts innovations,https://www.crunchbase.com/organization/ideacts-innovations,"Sales and Marketing, Advertising","Mumbai, Maharashtra, India",Ideacts Innovations is an India-based internet media company that provides web advertising platforms for brands.,29436,http://www.ideacts.com,Series Unknown,"$5,000,000","$5,000,000",2.9,51-100,"Advertising, Advertising Platforms, Mobile Advertising",01/01/2007,Operating,07/03/2008,"$5,000,000",
Beststudy,https://www.crunchbase.com/organization/beststudy,Education,"Guangzhou, Guangdong, China",Guangzhou Zhuoyue Education is a professional extracurricular education institution aimed at primary and secondary school education.,29821,http://www.beststudy.net,Funding Round,,"$10,000,000",0.7,,"Secondary Education, Education, Primary Education",01/01/1997,Operating,01/01/2011,"$10,000,000",
ServiceChannel,https://www.crunchbase.com/organization/servicechannel-com,"Information Technology, Real Estate, Internet Services","New York, New York, United States","Provides facility managers with a single platform to procure, manage and pay for facility maintenance services.",29887,https://servicechannel.info/,Series Unknown,"$54,000,000","$54,000,000",-1.7,,"Enterprise, Information Services, Facility Management, Internet, SaaS",01/01/1999,Operating,05/02/2017,"$54,000,000",
Navidog,https://www.crunchbase.com/organization/navidog,"Hardware, Consumer Electronics, Software, Mobile","Beijing, Beijing, China","Navidog is a mobile navigation device that provides route and time to destination, along with street view displays.",30315,http://www.navidog.cn/main_home.htm,Series C,"$32,290,000","$32,290,000",1.9,11-50,"Real Time, Software, Mobile Devices",01/01/2004,Operating,04/01/2012,"$32,290,000",
Guardant Health,https://www.crunchbase.com/organization/guardant-health,"Biotechnology, Science and Engineering, Health Care","Redwood City, California, United States",Guardant Health is committed to positively and significantly impacting patient health through technology breakthroughs in oncology.,30325,http://guardanthealth.com,Series E,"$360,000,000","$550,000,000",-2.7,51-100,"Health Care, Biotechnology, Health Diagnostics",01/01/2012,Operating,05/11/2017,"$550,000,000",
Futu Securities,https://www.crunchbase.com/organization/futu-securities,"Financial Services, Lending and Investments","Hong Kong, Hong Kong Island, Hong Kong","Futu Securities, an online brokerage platform.",30470,http://www.futu5.com,Series C,"$145,500,000","$215,500,000",,,"Trading Platform, Financial Services",01/01/2012,Operating,06/13/2017,"$215,500,000",
Global Grind,https://www.crunchbase.com/organization/globalgrind,"Media and Entertainment, Music and Audio, Software, Internet Services, Video, Content and Publishing","New York, New York, United States","Global Grind is a digital media company that offers a platform featuring hip hop-related content that users can submit, vote and comment on.",30512,http://www.globalgrind.com,Series Unknown,"$2,600,000","$7,100,000",-0.4,11-50,"Software, Music, Digital Media, Social Media, News, Ediscovery, Video",01/01/2006,Operating,10/07/2009,"$7,100,000",
Kaai,https://www.crunchbase.com/organization/kaai,"Hardware, Sustainability","Goleta, California, United States","Kaai is a stealth cleantech startup developing LED technology for projection displays, biomedical instrumentation, and industrial imaging.",30601,,Series B,"$3,500,000","$11,000,000",0.7,,"Industrial, CleanTech, Lighting",01/01/2007,Operating,07/13/2009,"$11,000,000",
Qubole,https://www.crunchbase.com/organization/qubole,"Data and Analytics, Software","Santa Clara, California, United States","Qubole delivers a Self-Service Platform for Big Data Analytics built on Amazon, Microsoft and Google Clouds.",30671,http://www.qubole.com,Series C,"$30,000,000","$50,000,000",-2.5,101-250,"Big Data, Enterprise Software, Analytics",01/01/2011,Operating,01/20/2016,"$50,000,000",
Spark Mobile,https://www.crunchbase.com/organization/spark-mobile,"Software, Mobile","Seattle, Washington, United States","Spark Mobile architects, build, integrate and supports a broad variety of enterprise level Mobile Management solutions.",30719,,Seed,"$1,950,000","$3,200,000",0.4,,"Mobile, Software",,Operating,10/21/2013,"$3,200,000",
Signifyd,https://www.crunchbase.com/organization/signifyd,"Commerce and Shopping, Data and Analytics, Software, Payments, Financial Services","San Jose, California, United States","Signifyd is a SaaS-based, enterprise-grade fraud technology solution for e-commerce stores.",30931,http://www.signifyd.com,Series C,"$56,000,000","$87,000,000",-2.5,101-250,"FinTech, Payments, E-Commerce, Big Data, Enterprise Software",08/01/2011,Operating,05/04/2017,"$87,000,000",
RenRen Headhunting,https://www.crunchbase.com/organization/renren-headhunting,"Software, Professional Services","Shanghai, Shanghai, China",Renren Headhunting offers crowdsourced recruiting services targeted on medium and high-tier TMT talent markets.,30962,http://rrlt.com,Series A,"$3,200,000","$6,400,000",1.2,,"Web Development, Crowdsourcing, Recruiting",01/01/2011,Operating,07/24/2013,"$6,400,000",
Venustech,https://www.crunchbase.com/organization/venustech,"Information Technology, Privacy and Security","Beijing, Beijing, China","Venustech is a provider of network security products, trusted security management platforms, specialized security services, and solutions",31151,http://www.venustech.com.cn,Series B,"$11,820,000","$19,220,000",-0.2,11-50,"Network Security, Management Information Systems, Security",01/01/1996,IPO,02/01/2008,"$19,220,000",
Telepo,https://www.crunchbase.com/organization/telepo,Software,"Stockholm, Stockholms Lan, Sweden",Telepo provides enterprise mobility and converged communication solutions for businesses and service providers.,31298,http://www.telepo.com,Series B,"$12,700,000","$23,990,000",0.4,11-50,"Business Development, Enterprise, Enterprise Software",01/01/2003,Operating,08/26/2010,"$23,990,000",
Theramyt Novobiologics,https://www.crunchbase.com/organization/theramyt-novobiologics,"Biotechnology, Science and Engineering","Bengaluru, Karnataka, India","Theramyt develops therapies for disease areas such as oncology, rheumatoid arthritis, diabetes, and metabolic disorders.",31306,http://theramyt.com,Series A,"$4,500,000","$4,500,000",1.1,,Biotechnology,01/01/2013,Operating,10/11/2013,"$4,500,000",
Liebo,https://www.crunchbase.com/organization/liebo,"Hardware, Commerce and Shopping, Consumer Electronics, Design","Tongzhou, Beijing, China","Lie Bo is a Chinese designer e-commerce brand offering a variety of clothing products inculcated with emotion, movement, and color.",31367,http://www.liebo.com,Series A,"$5,000,000","$5,000,000",0.1,11-50,"E-Commerce, Wearables, Product Design",11/01/2006,Operating,01/01/2012,"$5,000,000",
Ihaveu.com,https://www.crunchbase.com/organization/ihaveu-com,Commerce and Shopping,"Tianjin, Guangdong, China",Ihaveu.com is a Chinese luxury shopping site.,31371,http://www.ihaveu.com,Series Unknown,"$11,000,000","$11,000,000",1.2,,"Shopping, Retail, E-Commerce",01/01/2010,Operating,12/28/2010,"$11,000,000",
Happigo.com,https://www.crunchbase.com/organization/happigo-com,"Commerce and Shopping, Internet Services","Changsha, Jiangsu, China",Happigo.com is an e-commerce website with the integration of selected products from various brands.,31450,http://www.happigo.com/,Series B,"¥25,500,000","$64,640,657",-0.1,11-50,"Shopping, E-Commerce, Internet",01/01/2005,IPO,03/01/2011,"$64,640,657",
Wandera,https://www.crunchbase.com/organization/wandera,"Privacy and Security, Mobile","San Francisco, California, United States",Wandera’s pioneering web gateway for mobile provides organizations with Enterprise Mobile Security and Data Management.,31685,http://wandera.com,Series C,"$27,500,000","$53,500,000",-3.1,101-250,"Security, SaaS, Mobile",01/01/2012,Operating,05/18/2017,"$53,500,000",
Incipient,https://www.crunchbase.com/organization/incipient-inc,"Hardware, Information Technology, Software","Waltham, Massachusetts, United States","Incipient develops enterprise-class storage, SAN storage virtualization and automated data migration software solutions.",31787,http://www.incipient.com,Series E,"$15,600,000","$92,100,000",-0.3,11-50,"Enterprise Software, Flash Storage, Virtualization",01/01/2001,Operating,02/20/2008,"$92,100,000",
AKA,https://www.crunchbase.com/organization/aka-2,"Science and Engineering, Hardware, Data and Analytics, Software, Artificial Intelligence","Santa Monica, California, United States",AKA is developing A.I. engines and robots to help improve communication among objects.,31806,http://themusio.com,Convertible Note,"$4,400,000","$10,801,200",-1.7,11-50,"Artificial Intelligence, Robotics",09/01/2009,Operating,08/31/2016,"$10,801,200",
Neighborly,https://www.crunchbase.com/organization/neighborly,"Information Technology, Software, Government and Military, Financial Services, Lending and Investments","San Francisco, California, United States","Neighborly modernizes access to public finance, the $1 billion dollar per day market that funds vital public projects like schools & parks.",31861,https://neighborly.com,Series A,"$25,000,000","$30,675,000",-2.8,11-50,"Finance, Software, Impact Investing, FinTech, GovTech",03/01/2012,Operating,05/17/2017,"$30,500,000",
ApnaPaisa,https://www.crunchbase.com/organization/apnaloan,"Commerce and Shopping, Internet Services, Financial Services, Lending and Investments","Mumbai, Maharashtra, India","ApnaLoan is an online marketplace providing home loans, personal loans and credit cards for customers in India.",32118,http://apnapaisa.com,Series B,"$15,000,000","$17,200,000",-0.6,51-100,"Marketplace, Internet, Finance, Credit",01/01/2007,Operating,12/01/2007,"$17,200,000",
Pocket Gems,https://www.crunchbase.com/organization/pocket-gems,"Gaming, Hardware, Information Technology, Software, Mobile","San Francisco, California, United States",Pocket Gems' mission is to be one of the world’s great creators of innovative interactive entertainment on mobile.,32272,http://pocketgems.com/,Series B,"$90,000,000","$155,000,000",-2.5,101-250,"Virtualization, Gaming, Mobile",09/01/2009,Operating,05/11/2017,"$155,000,000",
Pindrop,https://www.crunchbase.com/organization/pindrop-security,"Media and Entertainment, Music and Audio, Payments, Privacy and Security, Financial Services, Mobile","Atlanta, Georgia, United States",Pindrop uses audio analysis to provide anti-fraud and authentication technology solutions.,32350,http://pindrop.com,Series C,"$80,799,996","$122,799,996",-2,101-250,"Mobile, Audio, Fraud Detection, Security, Risk Management",01/01/2011,Operating,08/08/2016,"$122,799,996",
GOAT,https://www.crunchbase.com/organization/goatapp,"Commerce and Shopping, Clothing and Apparel, Design, Mobile","Culver City, California, United States",GOAT is a buy and sell marketplace of sneakers on mobile.,32374,https://www.goat.com/,Series Unknown,"$25,000,000","$37,600,000",-3.2,11-50,"E-Commerce, Mobile, Fashion",08/01/2010,Operating,02/07/2017,"$37,600,000",
Progyny,https://www.crunchbase.com/organization/progyny,"Information Technology, Health Care, Mobile","New York, New York, United States","Progyny combines service, data, science and technology to provide fertility solutions to self-insured employers",32456,https://www.progyny.com/,Series B,"$10,000,000","$62,700,000",-1.7,51-100,"Fertility, mHealth, Health Care, Information Technology",01/01/2008,Operating,05/02/2017,"$62,700,000",
Soylent,https://www.crunchbase.com/organization/soylent-corporation,"Food and Beverage, Health Care","Los Angeles, California, United States",Soylent is a food supplement that can be personalized for different body types and customized based on the individual's taste.,32517,https://www.soylent.com/,Series B,"$50,000,000","$72,420,000",-3.2,11-50,"Health Care, Food Processing, Nutrition",01/01/2013,Operating,05/04/2017,"$72,420,000",
FiveStars,https://www.crunchbase.com/organization/fivestars-loyalty,"Software, Sales and Marketing, Internet Services, Advertising","San Francisco, California, United States",FiveStars is a rewards and marketing platform for local businesses and the communities they serve,33197,http://www.fivestars.com,Series C,"$50,000,000","$92,650,000",-1.6,251-500,"Local Advertising, Loyalty Programs, Local Business, Internet, Advertising, Marketing Automation",01/01/2011,Operating,01/22/2016,"$92,650,000",
Chiral Quest,https://www.crunchbase.com/organization/chiral-quest,"Manufacturing, Sustainability, Health Care","Monmouth Junction, New Jersey, United States",Chiral Quest uses the most economic and environmental friendly methods to produce chiral pharmaceutical intermediates and API’s.,33267,http://www.chiralquest.com,Series B,"$13,000,000","$20,200,000",0.6,1-10,"Pharmaceutical, CleanTech, Manufacturing",01/01/2000,Operating,01/16/2009,"$20,200,000",
Edaytown,https://www.crunchbase.com/organization/edaytown,"Media and Entertainment, Education","Guangzhou, Guangdong, China","EdayTown owns and operates an educational, entertainment, and indoor recreation center that is based on child-situational experiences.",33322,http://www.edaytown.com,Funding Round,"¥100,000,000","$15,690,376",1.3,1-10,"Education, Digital Entertainment, Children",01/01/2008,Operating,12/01/2011,"$15,690,376",
Genscript Technology,https://www.crunchbase.com/organization/genscript-technology,"Biotechnology, Science and Engineering, Health Care","Nanjing, Jiangsu, China",Genscript Technology is an experimental platform that focuses on biological technology.,33405,http://u34423.yy960.com/,Series Unknown,"$15,000,000","$15,000,000",0.4,,"Health Care, Medical, Genetics, Biotechnology",01/01/2004,Operating,05/01/2009,"$15,000,000",
Guokang Health Management,https://www.crunchbase.com/organization/guokang-health-management,"Biotechnology, Science and Engineering, Health Care","Shenzhen, Guangdong, China",Guokang Health Management is a Chinese healthcare service company that provides comprehensive healthcare services.,34017,http://www.guokang.com,Series B,"¥100,000,000","$24,970,059",0.9,,"Medical Device, Biopharma, Health Care",01/01/2005,Operating,11/01/2010,"$24,970,059",
Untuckit,https://www.crunchbase.com/organization/untuckit,"Community and Lifestyle, Clothing and Apparel, Design","New York, New York, United States",A NYC-based direct-to-consumer apparel brand.,34087,https://www.untuckit.com/,Series Unknown,"$30,000,000","$30,000,000",,101-250,"Fashion, Men's, Lifestyle",01/01/2011,Operating,06/05/2017,"$30,000,000",
Wochacha,https://www.crunchbase.com/organization/wochacha,Software,"Shanghai, Shanghai, China",Wochacha Information Platform is a mobile-based information platform focused on the Internet-of-Things.,34092,http://www.wochacha.com,Series A,"$10,000,000","$10,000,000",1.1,,Software,01/01/2010,Operating,01/01/2011,"$10,000,000",
Boyaa Interactive,https://www.crunchbase.com/organization/boyaa-interactive,"Gaming, Internet Services","Shenzhen, Guangdong, China",Boyaa Interactive is a social network application developer and operator of chat room systems and SNS games.,34156,http://www.boyaa.com,Series A,"$6,000,000","$6,000,000",1.1,11-50,"Internet, Gaming, Social Network",01/01/2004,IPO,07/01/2011,"$6,000,000",
DeepMap,https://www.crunchbase.com/organization/deepmap,"Hardware, Consumer Electronics, Software, Transportation","Palo Alto, California, United States",Our unique service turns your self-driving fleet data into high performance maps,34226,https://www.deepmap.ai/,Series A,"$25,000,000","$32,000,000",-2.8,11-50,"Autonomous Vehicles, Software, Computer",01/01/2016,Operating,05/04/2017,"$32,000,000",
"Orbital Insight, Inc.",https://www.crunchbase.com/organization/orbital-insight-inc,"Navigation and Mapping, Data and Analytics, Software, Financial Services","Mountain View, California, United States",Orbital Insight builds a macroscope and finding truth and transparency in the ever-expanding supply of satellite images.,34228,http://www.orbitalinsight.com/,Series C,"$50,000,000","$78,700,000",-2.3,11-50,"Financial Services, Geospatial, Big Data, Software, Analytics",01/01/2013,Operating,05/02/2017,"$78,700,000",
Metis Technologies,https://www.crunchbase.com/organization/metis-technologies,"Hardware, Information Technology, Software, Internet Services","Netanya, HaMerkaz, Israel","Metis Technologies is a management and technology team focused on networking, virtualization, enterprise applications and data services.",34473,http://www.metistec.com,Series Unknown,"$8,000,000","$8,000,000",-0.2,10001+,"Enterprise Software, Cloud Management, Cloud Infrastructure",01/01/2008,Operating,05/08/2008,"$8,000,000",
Accelergy,https://www.crunchbase.com/organization/accelergy,"Science and Engineering, Energy, Sustainability","Houston, Texas, United States",Accelergy Corporation produces low carbon synthetic transportation fuels.,34626,http://www.accelergy.com,Series Unknown,"$1,050,000","$50,230,000",-0.2,11-50,"Fuel, Clean Energy, Nanotechnology",01/01/2003,Operating,01/09/2015,"$50,230,000",
Spreetales,https://www.crunchbase.com/organization/spreetales,"Apps, Commerce and Shopping, Software, Mobile","Los Altos, California, United States","Spreetales is a mobile shopping application whose operations are based in Los Altos, California.",34774,,Private Equity,"$10,000,000","$10,000,000",0.8,,"Mobile, Apps, E-Commerce",01/01/2010,Operating,07/01/2012,"$10,000,000",
Relayr,https://www.crunchbase.com/organization/relayr,"Manufacturing, Real Estate, Software, Internet Services","Berlin, Berlin, Germany","Relayr enables device manufacturers, app developers, and software companies to leverage the power of the internet of things.",34819,http://relayr.io/,Series B,"$23,000,000","$36,794,000",-1.4,101-250,"Smart Building, Industrial Manufacturing, Internet of Things, Software, Manufacturing",04/01/2013,Operating,11/01/2016,"$36,794,000",
"AEye, Inc.",https://www.crunchbase.com/organization/aeye-inc,"Science and Engineering, Hardware, Consumer Electronics, Real Estate, Software, Transportation, Consumer Goods","Pleasanton, California, United States","AEye develops advanced vision hardware, software and algorithms that act as the eyes and visual cortex of autonomous vehicles.",35133,http://www.aeye.ai,Series A,"$16,350,000","$19,435,591",,11-50,"Autonomous Vehicles, Robotics, Construction, Drones",02/19/2013,Operating,06/13/2017,"$19,435,591",
Huayi,https://www.crunchbase.com/organization/huayi,"Software, Education","Beijing, Beijing, China",Huayi is focused on offering long-distance medical education training and service technology to the Chinese medical industry.,35268,http://www.91huayi.com,Series B,"¥25,200,000","$8,094,638",0.9,,"EdTech, Education",01/01/2009,Operating,09/01/2010,"$8,094,638",
