Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Website,Last Funding Type,Last Funding Amount,Total Funding Amount,Trend Score (90 Days),Number of Employees,Categories,Founded Date,Status,Last Funding Date
Stella & Dot,https://www.crunchbase.com/organization/stella-dot,"Commerce and Shopping, Consumer Goods","San Bruno, California, United States","Stella & Dot is an online social selling company offering collections of fashion jewelry, costume jewelry and accessories.",6323,http://www.stelladot.com,Series A,"$37,000,000","$42,000,000",0,1001-5000,"E-Commerce, Jewelry, Retail",01/01/2004,Operating,01/10/2011
Vedantu,https://www.crunchbase.com/organization/vedantu-innovations,"Software, Education, Mobile","Bangalore, Karnataka, India",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,6326,http://www.vedantu.com,Series A,"$5,000,000","$5,550,000",-0.1,11-50,"Education, EdTech, Tutoring, Mobile",10/29/2011,Operating,05/07/2015
Barkly,https://www.crunchbase.com/organization/cylent-systems,"Hardware, Information Technology, Consumer Electronics, Privacy and Security","Boston, Massachusetts, United States",Barkly is the leader in runtime malware defense,6333,http://www.barkly.com/,Series A,"$6,000,000","$23,000,000",-0.1,1-10,"Network Security, Computer, Intrusion Detection",01/01/2013,Operating,01/19/2017
Lygos,https://www.crunchbase.com/organization/lygos,"Biotechnology, Manufacturing, Science and Engineering, Energy, Sustainability","Emeryville, California, United States","Renewable, high-performance chemicals enabling drop-in and advanced materials",6337,http://www.lygos.com,Series A,"$13,000,000","$13,120,000",-0.3,11-50,"Biotechnology, Clean Energy, Advanced Materials",04/01/2010,Operating,12/12/2016
Equinix,https://www.crunchbase.com/organization/equinix,"Hardware, Information Technology, Internet Services","Redwood City, California, United States",Equinix provides carrier-neutral interconnection data center and global colocation services.,6363,http://www.equinix.com,Post-IPO Debt,"€1,000,000,000","$1,428,389,280",0.2,1001-5000,"Data Center, Web Hosting, Infrastructure",01/01/1998,IPO,01/09/2017
Amprius,https://www.crunchbase.com/organization/amprius,"Science and Engineering, Energy, Sustainability","Sunnyvale, California, United States",Amprius develops an anode out of silicon nanowires for lithium-ion batteries.,6366,http://www.amprius.com,Series C,"$30,000,000","$55,000,000",-0.2,11-50,"Nanotechnology, Renewable Energy, Battery",01/01/2008,Operating,01/06/2014
CVRx,https://www.crunchbase.com/organization/cvrx,"Biotechnology, Science and Engineering, Health Care","Minneapolis, Minnesota, United States",CVRx is a medical device company developing implantable technology for the treatment of high blood pressure.,6367,http://cvrx.com,Debt Financing,"$20,000,000","$340,600,000",-0.3,101-250,"Medical Device, Biotechnology, Health Diagnostics, Medical",01/01/2001,Operating,08/09/2016
Personalis,https://www.crunchbase.com/organization/personalis,"Biotechnology, Science and Engineering, Health Care","Menlo Park, California, United States",Personalis is a contract research organization and genome-scale diagnostics services company specializing in genome guided medicine.,6382,http://www.personalis.com,Series C,"$33,000,000","$75,000,000",-0.4,51-100,"Health Diagnostics, Health Care, Genetics, Biotechnology",08/01/2011,Operating,01/13/2015
Velano Vascular,https://www.crunchbase.com/organization/velano-vascular,Health Care,"San Francisco, California, United States",Velano Vascular's technologies transform care by reducing the stress and anxiety related to blood draws during hospitalization.,6404,http://velanovascular.com,Series B,"$17,000,000","$26,200,000",-0.5,1-10,"Medical Device, Health Care, Medical",01/01/2012,Operating,03/07/2017
VividCortex,https://www.crunchbase.com/organization/vividcortex,"Information Technology, Data and Analytics, Software","Charlottesville, Virginia, United States",VividCortex is the best way to see what your production database systems are doing.,6405,https://vividcortex.com,Series A,"$4,500,000","$7,173,000",0.7,11-50,"Analytics, Application Performance Management, Enterprise Software, IT Management",01/01/2012,Operating,04/28/2016
Move Loot,https://www.crunchbase.com/organization/move-loot,"Commerce and Shopping, Consumer Goods","San Francisco, California, United States",Simplifying used furniture sales.,6406,http://moveloot.com,Series A,"$10,000,000","$21,800,000",-0.3,51-100,"Furniture, Marketplace, Retail, E-Commerce",01/01/2013,Operating,08/01/2015
Inspirato,https://www.crunchbase.com/organization/inspirato,"Travel and Tourism, Community and Lifestyle","Denver, Colorado, United States","Inspirato is a leading luxury hospitality company that provides its 10,000+ members access to hundreds of curated vacation options.",6423,http://www.inspirato.com,Series C,"$20,000,000","$79,700,000",-0.2,251-500,"Travel, Resorts, Lifestyle",01/01/2011,Operating,09/23/2014
Veriflow,https://www.crunchbase.com/organization/veriflow-systems,Information Technology,"San Jose, California, United States","Veriflow’s mission is to apply continuous verification to networks, preventing outages and vulnerabilities that lead to astronomical losses.",6447,http://veriflow.net,Series A,"$8,200,000","$11,100,000",-0.2,11-50,Information Technology,01/01/2013,Operating,07/06/2016
Kaiima,https://www.crunchbase.com/organization/kaiima,"Agriculture and Farming, Biotechnology, Science and Engineering, Food and Beverage","Kfar Tavor, HaZafon, Israel",Kaiima is an agro-biotech startup company that increases crop productivity by using Clean Genome Multiplication (CGM) technology.,6448,http://www.kaiima.com,Series Unknown,"$65,000,000","$133,000,000",0.8,51-100,"Biotechnology, Agriculture, Organic Food, AgTech",01/01/2006,Operating,08/19/2013
51Talk,https://www.crunchbase.com/organization/51talk,"Software, Education","Beijing, Beijing, China",51Talk is an online english school providing one-to-one foreign language teaching services.,6460,http://www.51talk.com,Series C,"$55,000,000","$65,100,000",-0.3,501-1000,"Language Learning, Education, E-Learning",01/01/2011,IPO,10/23/2014
LightSail Energy,https://www.crunchbase.com/organization/lightsail-energy,"Energy, Sustainability","Berkeley, California, United States","LightSail Energy develops breakthrough, high efficiency energy storage systems using compressed air.",6486,http://lightsail.com,Series D,"$37,300,000","$44,920,000",0.1,51-100,"CleanTech, Energy, Energy Storage",01/07/2011,Operating,11/05/2012
Luxtera,https://www.crunchbase.com/organization/luxtera,"Manufacturing, Science and Engineering, Hardware, Consumer Electronics","Carlsbad, California, United States",Luxtera usses silicon photonics technology to build complex electro-optical systems in silicon CMOS process of production.,6503,http://www.luxtera.com,Series D,"$37,381,806","$117,801,806",-0.4,51-100,"Semiconductor, Manufacturing, Electronics",01/01/2001,Operating,03/21/2014
Gainsight,https://www.crunchbase.com/organization/gainsight,"Media and Entertainment, Software, Sales and Marketing, Internet Services","Redwood City, California, United States","Gainsight, the Customer Success company, helps businesses grow faster by reducing churn, increasing upsell, and driving customer advocacy.",6509,http://www.gainsight.com,Series E,"$52,000,000","$156,250,000",-0.9,251-500,"SaaS, Social Media Marketing, Social Media, Enterprise Software",08/01/2011,Operating,05/09/2017
VIDA,https://www.crunchbase.com/organization/vida-3,"Commerce and Shopping, Internet Services","San Francisco, California, United States",VIDA brings mindful global citizenship and an impeccable sense of taste to style-seekers around the world.,6515,http://www.shopvida.com/,Series Unknown,,"$7,300,000",-0.2,,"E-Commerce Platforms, E-Commerce",03/05/2014,Operating,11/01/2016
Mimosa,https://www.crunchbase.com/organization/mimosa-networks,"Hardware, Mobile","Campbell, California, United States",Mimosa Networks offers broadband wireless communication services.,6534,http://mimosa.co,Series C,"$20,000,000","$20,000,000",-0.2,11-50,"Mobile, Telecommunications, Wireless",01/01/2012,Operating,05/21/2014
MATRIXX Software,https://www.crunchbase.com/organization/matrixx-software,"Hardware, Data and Analytics, Software","Mountain View, California, United States","Matrixx Software provides solutions for instant visibility, intelligence and control of services for communications service providers.",6546,http://www.matrixx.com/,Series Unknown,"$5,000,000","$38,600,000",0,101-250,"Software, Telecommunications, Big Data, Real Time",01/01/2008,Operating,03/30/2016
Kit Check,https://www.crunchbase.com/organization/kitcheck,"Information Technology, Software, Health Care","Washington, District of Columbia, United States",KitCheck is the leader in automated hospital pharmacy kit tracking,6550,http://kitcheck.com,Series C,"$15,000,000","$37,470,400",-0.4,51-100,"Enterprise Software, Health Care, Information Technology",03/01/2011,Operating,06/20/2016
AppCard,https://www.crunchbase.com/organization/appcard,"Data and Analytics, Sales and Marketing, Financial Services","New York, New York, United States","AppCard is a platform enabling merchants to retain customer through loyalty programs, analytics engines, rewards and personalized offers.",6551,http://appcard.com,Series B,"$20,000,000","$26,500,000",0.5,11-50,"Analytics, Loyalty Programs, Business Intelligence, FinTech",01/01/2011,Operating,02/25/2016
Versive,https://www.crunchbase.com/organization/versive,"Science and Engineering, Information Technology, Data and Analytics, Software, Privacy and Security","Seattle, Washington, United States","Versive builds applications that combine AI with human expertise, enabling organizations to achieve world-class results.",6557,http://www.versive.com,Series B,"$13,500,000","$42,804,000",,51-100,"Cyber Security, Machine Learning, Artificial Intelligence",03/17/2012,Operating,10/03/2014
Thinkful,https://www.crunchbase.com/organization/thinkful,"Software, Education","New York, New York, United States",Thinkful mission is to help students gain the technical skills necessary to switch careers or advance in their current profession.,6597,http://www.thinkful.com,Series A,"$4,250,000","$5,250,000",-0.2,251-500,"Education, E-Learning, Web Development, EdTech",10/01/2012,Operating,01/13/2015
Veracyte,https://www.crunchbase.com/organization/veracyte,"Biotechnology, Science and Engineering, Health Care","South San Francisco, California, United States",Veracyte develops molecular diagnostic tests to improve patient outcomes and lower healthcare costs.,6600,http://www.veracyte.com,Post-IPO Debt,"$45,000,000","$116,250,000",-0.3,51-100,"Biotechnology, Health Diagnostics, Health Care",01/01/2008,IPO,03/29/2016
Mitra Biotech,https://www.crunchbase.com/organization/mitra-biotech,"Biotechnology, Science and Engineering","Woburn, Massachusetts, United States",Mitra is a biotechnology company focused on discovering tools to segregate patients for existing and developing anti-cancer treatments.,6601,http://mitrabiotech.com,Series B,"$27,400,000","$34,511,591",-0.2,11-50,Biotechnology,01/01/2009,Operating,08/29/2016
Neverware,https://www.crunchbase.com/organization/neverware,"Hardware, Information Technology, Software, Education","New York, New York, United States",Neverware is a New York-based developer of lightweight desktop operating systems built to optimize security and manageability.,6608,https://neverware.com,Series A,"$6,576,915","$7,576,915",-0.6,11-50,"EdTech, Information Technology, Software, Education, Hardware",03/01/2011,Operating,10/15/2014
GirnarSoft,https://www.crunchbase.com/organization/girnarsoft,"Software, Mobile","Jaipur, Rajasthan, India",GirnarSoft (SEZ) Pvt. Ltd. is a business value focused IT company working on offshore and outsourced software development.,6642,http://www.girnarsez.com,Series C,,"$65,000,000",0,501-1000,"Web Development, Mobile, Developer Tools, Enterprise Software",11/01/2007,Operating,03/21/2016
Lunit Inc.,https://www.crunchbase.com/organization/lunit-inc,"Hardware, Data and Analytics, Software, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Lunit builds data-driven imaging biomarker (DIB) technology for image-based disease screening.,6654,http://www.lunit.io,Series A,"₩3,729,000,000","$5,456,251",-0.6,11-50,"Software, Computer Vision, Machine Learning, Health Diagnostics, Image Recognition",08/24/2013,Operating,09/06/2016
Thync,https://www.crunchbase.com/organization/thync,"Biotechnology, Science and Engineering, Hardware, Information Technology, Consumer Electronics","Los Gatos, California, United States",Thync was born out of a fascination with how neuroscience can impact daily life by experts in the fields of neurobiology,6658,http://www.thync.com/,Series A,"$13,000,000","$13,000,000",-0.4,1-10,"Information Technology, Neuroscience, Consumer Electronics",01/01/2011,Operating,10/08/2014
Personal Genome Diagnostics (PGD),https://www.crunchbase.com/organization/personal-genome-diagnostics-pgd,"Biotechnology, Science and Engineering, Data and Analytics, Health Care","Baltimore, Maryland, United States",Personal Genome Diagnostics Inc. develops patient-specific analysis of the cancer genome by using advanced tools and technologies.,6665,http://personalgenome.com,Series A,"$21,400,000","$24,300,000",-0.1,51-100,"Biotechnology, Bioinformatics, Genetics, Health Diagnostics",11/01/2010,Operating,10/28/2015
Harvest Power,https://www.crunchbase.com/organization/harvest-power,"Energy, Sustainability","Waltham, Massachusetts, United States",Harvest Power is an organics management company producing renewable energy and soil enhancement products.,6667,http://www.harvestpower.com,Series E,"$20,000,000","$244,514,000",-0.2,251-500,"Energy, Renewable Energy, Clean Energy",01/01/2008,Operating,11/23/2015
Aquifi,https://www.crunchbase.com/organization/aquifi,"Science and Engineering, Hardware, Consumer Electronics, Data and Analytics, Software","Palo Alto, California, United States","3D Vision and Deep Learning for Logistics, Manufacturing and e-Commerce",6684,http://www.aquifi.com,Series C,"$11,591,907","$16,716,903",-0.1,11-50,"Computer Vision, Electronics, 3D Technology, Software, Artificial Intelligence",01/01/2011,Operating,05/29/2015
PsiKick,https://www.crunchbase.com/organization/psikick,"Hardware, Software, Internet Services, Mobile","Santa Clara, California, United States",the fingertips of the industrial internet,6690,http://www.psikick.com,Series B,"$16,500,000","$22,749,994",-0.1,11-50,"Wireless, Hardware, Internet of Things, Software",06/16/2012,Operating,12/18/2015
CB4 Analytics,https://www.crunchbase.com/organization/c-b4,"Commerce and Shopping, Information Technology, Data and Analytics, Software","New York, New York, United States",Our solution helps retailers to increase same store growth by up to 3% using just existing POS data.,6706,http://www.c-b4.com/,Series Unknown,"$6,000,000","$6,000,000",2.5,11-50,"Machine Learning, Software, Retail, SaaS, Predictive Analytics, Information Technology, Analytics, Data Mining",01/01/2010,Operating,10/12/2014
Drobo,https://www.crunchbase.com/organization/drobo,"Hardware, Information Technology, Software","San Jose, California, United States",Drobo is a computer data storage company that produces external storage devices for computers for businesses and individuals.,6720,http://www.drobo.com,Debt Financing,"$4,000,000","$57,000,000",-0.2,11-50,"Hardware, Virtualization, Data Storage",01/01/2004,Operating,09/29/2015
Invicta Medical,https://www.crunchbase.com/organization/invicta-medical,Health Care,"Palo Alto, California, United States",Invicta Medical is a medical technology company that specializes in innovative therapies for sleep apnea and snoring.,6730,http://www.invictamedical.com,Series A,"$7,000,000","$7,000,000",2.4,11-50,"Health Care, Medical",01/01/2013,Operating,07/12/2016
Go-Jek,https://www.crunchbase.com/organization/go-jek,"Apps, Food and Beverage, Software, Administrative Services, Transportation, Payments, Financial Services","Jakarta, Jakarta Raya, Indonesia","The fastest courier, transport, and shopping service in Jakarta.",6758,http://go-jek.com,Private Equity,"$1,200,000,000","$1,750,000,000",-0.5,251-500,"Transportation, Apps, Same Day Delivery, Delivery, Payments, Food Processing, Logistics",01/01/2010,Operating,05/04/2017
Vium,https://www.crunchbase.com/organization/mousera,"Biotechnology, Science and Engineering, Health Care","San Mateo, California, United States","Vium, Inc. develops medical technology. The company is headquartered in the United States.",6768,http://www.vium.com,Series A,"$20,000,004","$29,940,004",-0.1,1-10,"Life Science, Biotechnology, Medical Device",01/01/2013,Operating,06/09/2015
Wellframe,https://www.crunchbase.com/organization/wellframe,Health Care,"Boston, Massachusetts, United States",Connecting people. Amplifying care.,6790,http://www.wellframe.com,Series A,"$8,500,000","$10,200,000",-0.3,11-50,"Health Care, Wellness",01/01/2011,Operating,09/08/2014
SavingStar,https://www.crunchbase.com/organization/savingstar,"Commerce and Shopping, Sales and Marketing, Financial Services, Advertising","Waltham, Massachusetts, United States","SavingStar helps shoppers earn cash back at 58,000 supermarkets and drugstores and 800+ online retailers. There's nothing to clip/print.",6804,https://savingstar.com,Debt Financing,"$5,000,000","$32,400,000",-0.2,11-50,"Advertising, E-Commerce, Retail, FinTech, Shopping",06/01/2010,Operating,05/13/2015
New Matter,https://www.crunchbase.com/organization/new-matter,"Manufacturing, Science and Engineering, Hardware, Software","Pasadena, California, United States","New Matter offers MOD-t, an end-to-end consumer 3D printer that allows users of all skill levels to find, customize, and print objects.",6807,http://newmatter.com,Series A,"$6,500,000","$6,500,000",3.8,11-50,"Manufacturing, 3D Printing, Robotics, Hardware",12/01/2013,Operating,02/10/2015
NuvoEx,https://www.crunchbase.com/organization/nuvo-ex,"Commerce and Shopping, Transportation","Gurgaon, Haryana, India","NuvoEx is a niche logistics services company, focused on solving the reverse flow problems in the Indian ecommerce industry.",6863,http://nuvoex.com,Series B,"$4,000,000","$51,200,000",-0.3,1001-5000,"E-Commerce, Logistics",09/22/2013,Operating,12/21/2015
OneAssist,https://www.crunchbase.com/organization/oneassist-consumer-solutions,"Privacy and Security, Financial Services","Mumbai, Maharashtra, India",OneAssist is a protection & assistance services platform.,6894,http://oneassist.in,Series C,"$18,000,000","$30,751,000",2.9,51-100,"SaaS, Financial Services, Security",06/01/2011,Operating,06/23/2017
BTCC,https://www.crunchbase.com/organization/btcc,"Software, Payments, Financial Services","Shanghai, Shanghai, China",BTCC is a bitcoin trading platform that enables its users to buy and sell bitcoins in the native Chinese CNY currency.,6904,http://www.btcc.com,Series A,"$5,000,000","$5,000,000",-1.6,51-100,"Finance, Payments, Bitcoin, FinTech",06/01/2011,Operating,11/18/2013
IronNet Cybersecurity,https://www.crunchbase.com/organization/ironnet-cybersecurity,"Hardware, Information Technology, Consumer Electronics, Privacy and Security","Fulton, Maryland, United States","Every day, cyber threats grow more sophisticated, intrusive, disruptive and costly.",6917,http://ironnetcyber.com,Series A,"$32,500,000","$32,500,000",-0.1,101-250,"Computer, Cyber Security, Network Security",01/01/2014,Operating,10/25/2015
ARMO BioSciences,https://www.crunchbase.com/organization/armo-biosciences,"Biotechnology, Science and Engineering, Health Care","Redwood City, California, United States",ARMO Biosciences is a biotechnology company that develops immune modulatory biologic therapeutics.,6927,http://armobio.com,Series C,"$50,000,000","$100,000,000",-0.1,1-10,"Medical Device, Health Care, Biotechnology",01/01/2013,Operating,02/10/2016
Fenda,https://www.crunchbase.com/organization/fenda,"Apps, Community and Lifestyle, Software, Internet Services, Mobile","Beijing, Beijing, China",Fenda is an audio-based knowledge sharing platform.,6949,http://fd.zaih.com/fenda,Series A,,"$25,000,000",-0.6,,"Mobile Apps, Q&A, Online Forums",05/01/2016,Operating,11/25/2016
Wandera,https://www.crunchbase.com/organization/wandera,"Privacy and Security, Mobile","San Francisco, California, United States",Wandera’s pioneering web gateway for mobile provides organizations with Enterprise Mobile Security and Data Management.,6951,http://wandera.com,Series C,"$27,500,000","$53,500,000",5.1,101-250,"Security, Mobile, SaaS",01/01/2012,Operating,05/18/2017
Declara,https://www.crunchbase.com/organization/declara,"Community and Lifestyle, Education","Palo Alto, California, United States","Declara makes is easy to discover, collect, and share knowledge with a community of like-minded people.",6959,http://declara.com,Series A,"$9,000,000","$30,000,000",-0.4,,"Communities, Education, Collaboration",02/12/2012,Operating,06/11/2014
Yunniao Delivery,https://www.crunchbase.com/organization/yunniao-delivery,"Administrative Services, Transportation","Beijing, Beijing, China",Yunniao Delivery is a Chinese B2B courier platform.,6974,http://yunniao.cn/,Series D,"$100,000,000","$210,000,000",0.4,,"Courier Service, B2B, Delivery Service",11/01/2014,Operating,02/13/2017
Airstrip Technologies,https://www.crunchbase.com/organization/airstrip-technologies,"Health Care, Mobile","San Antonio, Texas, United States","AirStrip Technologies provides a platform that delivers critical patient information directly to a doctor's smartphone, laptop or desktop.",6978,http://www.airstrip.com/,Series Unknown,"$25,000,000","$65,000,000",0,101-250,"Hospital, mHealth, Health Care, Medical",01/01/2004,Operating,08/26/2014
Xiaoshouyi,https://www.crunchbase.com/organization/xiaoshouyi,,"Changyang, Beijing, China",Xiaoshouyi is a customer relationships management (CRM) platform,6980,http://www.xiaoshouyi.com/,Series D,"¥280,000,000","$55,381,024",-0.1,,,01/01/2011,Operating,01/13/2017
HolidayIQ,https://www.crunchbase.com/organization/holidayiq-com,Travel and Tourism,"Bangalore, Karnataka, India",HolidayIQ was launched in early 2004 under the name of India Resorts Survey. India Resorts Survey was focussed on creating India's first,6995,http://www.holidayiq.com,Series B,"$15,000,000","$20,000,000",-0.1,101-250,"Travel, Hotel, Resorts",01/01/2004,Operating,07/20/2015
Zanbato,https://www.crunchbase.com/organization/zanbato,"Information Technology, Financial Services","Mountain View, California, United States",Zanbato offers a fully-integrated technology platform that connects institutional investors with alternative investment opportunities.,7001,http://zanbato.com,Series B,"$15,059,869","$19,109,869",0.8,11-50,"Information Services, Finance, FinTech",07/01/2010,Operating,10/07/2015
Sensors Data,https://www.crunchbase.com/organization/sensors-data,,,A big data analysis company.,7036,,Series B,"$11,000,000","$15,000,000",-0.6,,,01/01/2015,Operating,03/29/2017
Siluria Technologies,https://www.crunchbase.com/organization/siluria-technologies,"Science and Engineering, Energy","San Francisco, California, United States",Siluria Technologies is a material innovation company developing processes for transforming natural gas into chemicals and fuels.,7048,http://www.siluria.com,Series E,"$45,000,000","$144,468,875",0,101-250,"Fuel, Nanotechnology, Chemical",01/01/2008,Operating,07/13/2016
Hullabalu,https://www.crunchbase.com/organization/hullabalu,"Media and Entertainment, Education, Mobile","New York, New York, United States","Hullabalu, a children’s media company, develops interactive storytelling apps for mobile devices.",7051,http://hullabalu.com,Seed,"$2,500,000","$6,450,000",-0.1,1-10,"Mobile, Education, Digital Media",04/01/2012,Operating,11/09/2015
Healthkart,https://www.crunchbase.com/organization/healthkart,"Commerce and Shopping, Sports, Health Care","Gurgaon, Haryana, India","The one stop shop for health, fitness & beauty.",7056,http://healthkart.com,Series E,"$12,000,000","$12,000,000",-0.3,251-500,"Health Care, Fitness, E-Commerce",03/01/2011,Operating,08/01/2016
Cleave Biosciences,https://www.crunchbase.com/organization/cleave-biosciences,"Biotechnology, Science and Engineering, Health Care","Burlingame, California, United States",Cleave Biosciences is a California-based biopharmaceutical company that discovers and develops therapies for the treatment of cancer.,7128,http://www.cleavebio.com,Series Unknown,"$25,950,003","$116,950,003",-0.3,11-50,"Biotechnology, Biopharma, Health Care",01/01/2010,Operating,08/17/2016
Tile,https://www.crunchbase.com/organization/tile,"Hardware, Consumer Electronics, Internet Services, Mobile","San Mateo, California, United States","Tile’s devices, network and mobile app work together to help people locate the things that matter to them most.",7167,http://thetileapp.com,Series B,"$25,000,000","$59,000,000",0.9,101-250,"Mobile, Consumer Electronics, Internet of Things",12/01/2012,Operating,05/16/2017
3VR,https://www.crunchbase.com/organization/3vr-security,"Media and Entertainment, Information Technology, Data and Analytics, Software, Internet Services, Video, Privacy and Security","San Francisco, California, United States",3VR provides video business intelligence solutions for real-time security and customer insights,7191,http://www.3vr.com,Series Unknown,"$8,000,000","$64,567,194",-0.2,11-50,"Security, Data Integration, Video, Analytics, Big Data, Visual Search, Enterprise Software",01/01/2002,Operating,01/13/2015
PPDai,https://www.crunchbase.com/organization/ppdai,Financial Services,"Shanghai, Shanghai, China",PPDAI is an online platform for peer-to-peer small unsecured loans in China.,7212,http://www.ppdai.com,Series C,,"$70,200,000",0,1-10,"Finance, Peer to Peer, FinTech",08/01/2007,Operating,04/03/2015
EcoMotors,https://www.crunchbase.com/organization/ecomotors,"Energy, Transportation, Design","Allen Park, Michigan, United States","EcoMotors develops high-efficiency liquid fuel engines such as OPOC, light trucks and marine applications.",7213,http://www.ecomotors.com,Series D,,"$58,750,000",0,11-50,"Product Design, Fuel, Automotive",01/01/2008,Operating,10/23/2015
Atara Biotherapeutics,https://www.crunchbase.com/organization/atara-biotherapeutics,"Biotechnology, Science and Engineering, Health Care","Thousand Oaks, California, United States",Atara Biotherapeutics is a drug development company focused on developing innovative therapies for patients with debilitating diseases.,7252,http://atarabio.com,Series Unknown,"$6,311,156","$61,819,204",-0.6,11-50,"Biotechnology, Therapeutics, Health Care",01/01/2012,IPO,01/13/2014
ZopNow,https://www.crunchbase.com/organization/zopnow,"Apps, Commerce and Shopping, Food and Beverage, Software, Mobile","Bangalore, Karnataka, India",Our vision is to help people save time with the hope that they can spend this 'saved time' on something more meaningful.,7280,http://www.zopnow.com,Series A,"$10,000,000","$10,000,000",-0.1,501-1000,"Grocery, E-Commerce, Mobile Apps",09/13/2011,Operating,04/13/2015
Fresh Nation,https://www.crunchbase.com/organization/fresh-nation,"Commerce and Shopping, Food and Beverage, Transportation","Stamford, Connecticut, United States",Fresh Nation enables national grocery chains and distributors to offer a certified locally grown and made selection in every area,7295,http://freshnation.com,Convertible Note,"$2,500,000","$6,500,000",0,11-50,"SaaS, Logistics, Supply Chain Management, Grocery, E-Commerce",10/01/2013,Operating,01/20/2017
Runscope,https://www.crunchbase.com/organization/runscope,"Hardware, Software, Internet Services","San Francisco, California, United States",Runscope develops tools that support the modern application development life cycle.,7319,http://www.runscope.com,Series A,"$6,000,000","$7,100,000",0.8,11-50,"Enterprise Software, Developer APIs, Cloud Infrastructure, Developer Tools",01/01/2013,Operating,04/10/2014
Affirm,https://www.crunchbase.com/organization/affirm,"Payments, Financial Services, Lending and Investments","San Francisco, California, United States","Affirm, a financial technology services company, offers installment loans to consumers at the point of sale.",7330,https://affirm.com,Debt Financing,"$100,000,000","$520,000,000",-0.4,101-250,"Financial Services, Payments, Consumer Lending, FinTech",01/01/2012,Operating,10/13/2016
Invuity,https://www.crunchbase.com/organization/invuity,"Biotechnology, Science and Engineering, Health Care","San Francisco, California, United States",Invuity develops illumination and visualization products for minimally invasive surgical field applications.,7377,http://www.invuity.com,Private Equity,"$20,000,000","$106,999,999",-0.4,11-50,"Biotechnology, Medical Device, Health Care",01/01/2004,IPO,02/13/2015
CapLinked,https://www.crunchbase.com/organization/caplinked,"Software, Financial Services","Redondo Beach, California, United States","CapLinked offers a cloud-based platform for coordinating on asset sales, financings, mergers and acquisitions with secure workspaces.",7381,http://www.caplinked.com,Series Unknown,"$1,000,000","$10,400,000",-0.3,,"Collaboration, Software, Enterprise Software, Finance",08/02/2010,Operating,12/01/2015
Neighborly,https://www.crunchbase.com/organization/neighborly,"Information Technology, Software, Government and Military, Financial Services, Lending and Investments","San Francisco, California, United States","Neighborly modernizes access to public finance, the $1 billion dollar per day market that funds vital public projects like schools & parks.",7405,https://neighborly.com,Series A,"$25,000,000","$30,675,000",5.9,11-50,"Software, Impact Investing, Finance, GovTech, FinTech",03/01/2012,Operating,05/17/2017
Plum District,https://www.crunchbase.com/organization/plum-district,"Commerce and Shopping, Community and Lifestyle","San Francisco, California, United States","Plum District is an e-commerce platform that offers products, activities and inspiration for all mothers.",7430,http://plumdistrict.com,Series C,"$20,000,000","$30,600,000",-0.1,,"E-Commerce, Mothers, Communities",01/01/2009,Operating,12/08/2011
RAW Pressery,https://www.crunchbase.com/organization/raw-pressery,Manufacturing,"Parel, Maharashtra, India","At RAW Pressery, They have a team of nutritionists, dieticians and medical experts to create our juices.",7436,https://www.rawpressery.com,Series Unknown,"$543,000","$6,843,000",-0.9,101-250,Manufacturing,01/01/2013,Operating,04/17/2017
Sulia,https://www.crunchbase.com/organization/sulia,"Media and Entertainment, Internet Services","New York, New York, United States",Sulia is a subject-based social network that connects users with the top social sources on subjects they care about.,7437,http://sulia.com,Series B,"$6,000,000","$11,000,000",-0.2,,"Social Media, Social Network, Internet",05/01/2009,Operating,07/23/2013
SumAll,https://www.crunchbase.com/organization/sumall,"Commerce and Shopping, Data and Analytics","New York, New York, United States",SumAll is online software that guides decision making by connecting all online marketing and e-commerce data into one interactive chart.,7475,http://www.sumall.com,Series Unknown,,"$13,500,000",0.1,11-50,"Business Intelligence, E-Commerce, Analytics",05/06/2011,Operating,04/01/2015
Qualaroo,https://www.crunchbase.com/organization/qualaroo,"Information Technology, Software","San Mateo, California, United States","Qualaroo, Inc. is a survey company.",7492,http://www.qualaroo.com,Series Unknown,"$2,200,000","$7,200,000",-0.1,11-50,"Enterprise Software, Information Technology, Service Industry",06/01/2012,Operating,09/19/2014
500.com,https://www.crunchbase.com/organization/500-com,"Gaming, Software","Shenzhen, Guangdong, China",500.com is a Chinese online sports lottery service provider that aggregates and processes lottery purchase orders.,7520,http://www.500wan.com,Convertible Note,"$20,000,000","$20,000,000",4.9,501-1000,"Customer Service, Gambling, Enterprise Software",10/01/2001,IPO,10/21/2013
Gridco,https://www.crunchbase.com/organization/gridco,"Natural Resources, Energy, Hardware, Sustainability","Woburn, Massachusetts, United States",Gridco develops power management solutions for electric utilities.,7529,http://www.gridcosystems.com,Series Unknown,"$12,000,000","$54,499,992",-0.2,11-50,"Energy Management, Oil and Gas, CleanTech, Hardware",01/01/2010,Operating,10/06/2016
